Candidato;Coligação;Votos;
PROFESSORA EDILAMAR;PP;3
MANE MUDANÇA;PP;7
ORIVAN;PDT;3
MARIELLY;PDT;1
ISRAEL DA TEREZONA;PDT;6
NETO PAJEÚ;PDT;2
VALDIRENE;PT;3
SILVINIA;PT;5
PALADIM;PT;1
VANIAS SANTOS;PTB;1
BOLA DA GUITARRA;PTB;1
MÁRCIO ZERBINI;PTB;3
GERALDO SILVA;PMDB;5
TOMAZ XAVIER;PMDB;3
RENATO MENDES;PSC;2
BRUCE DA ACADEMIA;PSC;1
LUCY MACHADO;PSC;6
THIAGO COSTA;PSC;3
SARGENTO VALTENIR;PPS;2
WELLINGTON PINTO GOUVEIA;PPS;2
GILBERTO SILVA;PPS;2
GERONIMO CARDOSO;PPS;1
HELIO RODRIGUES;DEM;1
CARLOS SILVA;PSDC;3
GIDEON SOARES;PRTB;4
RAFAELLA BONÍCIO KALIL;PRTB;1
LEONARDO LIMA;PRTB;1
CLEUDO NEGÃO;PRTB;1
HENRIQUE FRANCO;PRTB;1
ZEZÃO DO MOTO TÁXI;PRTB;1
PAULO JOSÉ;PRTB;1
ZEZAO O POPULAR ZE GRANDÃO;PRTB;1
JARBINHA ABUD;PRTB;1
SALADEIRO;PRTB;1
REMY CAVALCANTE;PSC;2
GERONIMO CARDOSO;PPS;1
ZECA;PSDC;3
CARLOS SILVA;PSDC;3
GIDEON SOARES;PRTB;2
RAFAELLA BONÍCIO KALIL;PRTB;2
LEONARDO LIMA;PRTB;3
CLEUDO NEGÃO;PRTB;1
ZEZÃO DO MOTO TÁXI;PRTB;1
GUIGA ARANTES;PRTB;4
EDILENE DIAS;PHS;1
KOSMO JAMAIKA;PRTB;1
ZEZAO O POPULAR ZE GRANDÃO;PRTB;1
ALDEONE DA SILVA SOUZA;PRTB;1
JARBINHA ABUD;PRTB;3
SALADEIRO;PRTB;2
LUZIMAR COELHO;PRTB;3
ABRAÃO;PRTB;1
ANGILEDSON ALENCAR;PTC;2
DENIS ZOIÃO;PTC;1
PIÇARRA;PTC;1
PROFº IVETE;PTC;2
PROFESSOR OSANAN;PSB;3
FLÁVIO CABRAL;PSB;1
AVANILSON KARAJA;PV;1
JOAO VITOR;PV;2
SEVERINO PINTO;PV;1
HILDEGLAN CARNEIRO;PV;5
CLAUDIEL SANTOS;PRP;2
EDIMAR LEANDRO;PRP;4
JEFFERSON CARDOSO;PRP;1
MAZIM DA SEGURANÇA;PRP;1
JOAQUIM ALVES;PRP;1
PROFº DELAN;PSDB;2
TOLI;PEN;1
EDVARDO DIAS;PEN;1
REJANE RIBEIRO;PSD;2
JOAQUIM QUINTA NETO;PSD;13
PROFESSOR FRANKLIN;PC do B;17
TERCILIANO GOMES;SD;7
DIVINO BETHANIA JR;PROS;8
ZEZÉ CARDOSO;PSDB;4
BETUEL SIQUEIRA;PSDB;1
ALCIONE ROCHA;PEN;2
WILSON;PEN;2
RAIMUNDO FOGUINHO;PEN;1
PROFESSOR NEGRÃO;PEN;2
PRB;PRB;1
PP;PP;1
PDT;PDT;1
PT;PT;1
PMDB;PMDB;1
PR;PR;1
PRP;PRP;1
PSDB;PSDB;1
PEN;PEN;1
PROS;PROS;1
BRANCO;;3
NULO;;8
ALCIDES GUIMARAES;PRB;2
WAGNER ENOQUE;PRB;3
ROSSANIA BURJAQUE;PRB;3
